subj_idx,date,trialnum,stim,response,rt
175,2017-11-11,37,1,0,3.53
175,2017-11-11,38,2,1,164.72
175,2017-11-11,39,1,0,13.65
175,2017-11-11,40,1,0,3.73
175,2017-11-11,41,2,1,93.29
175,2017-11-11,42,1,0,40.77
175,2017-11-11,43,2,1,41.16
175,2017-11-11,44,2,1,11.77
175,2017-11-11,45,1,0,45.22
175,2017-11-11,48,1,1,87.84
175,2017-11-11,49,1,0,79.48
175,2017-11-11,50,1,1,46.8
175,2017-11-12,1,1,0,11.7
175,2017-11-12,2,2,1,42.96
175,2017-11-12,3,1,0,15.34
175,2017-11-12,4,2,1,42.39
175,2017-11-12,5,2,1,1.29
175,2017-11-12,6,2,1,2.46
175,2017-11-12,7,1,0,41.87
175,2017-11-12,8,2,1,50.85
175,2017-11-12,9,1,0,31.95
175,2017-11-12,10,1,1,46.13
175,2017-11-12,11,1,1,14.56
175,2017-11-12,12,1,1,15.29
175,2017-11-12,13,2,1,7.27
175,2017-11-12,14,2,0,19.71
175,2017-11-12,15,2,1,6.18
175,2017-11-12,16,1,1,5.91
175,2017-11-12,17,1,1,0.17
175,2017-11-12,18,1,1,3.17
175,2017-11-12,19,2,0,3.13
175,2017-11-12,20,2,1,8.31
175,2017-11-12,21,1,1,2.92
175,2017-11-12,22,1,1,5.46
175,2017-11-12,23,2,0,23.6
175,2017-11-12,24,1,1,4.12
175,2017-11-12,25,2,0,25.54
175,2017-11-12,26,2,1,1.9
175,2017-11-12,27,2,0,14.73
175,2017-11-12,28,2,1,46.9
175,2017-11-12,29,2,1,3.86
175,2017-11-12,30,1,1,3.87
175,2017-11-12,31,2,0,53.31
175,2017-11-12,32,1,0,14.25
175,2017-11-12,33,1,0,7.1
175,2017-11-12,34,2,1,131.23
175,2017-11-12,35,2,1,2.74
175,2017-11-12,36,2,1,3.7
175,2017-11-12,37,2,1,7.14
175,2017-11-12,39,2,1,61.56
175,2017-11-12,40,2,1,21.02
175,2017-11-12,41,2,1,29.36
175,2017-11-12,42,1,0,225.6
175,2017-11-12,43,1,0,7.91
175,2017-11-12,44,1,0,7.78
175,2017-11-12,45,2,1,125.84
175,2017-11-12,48,1,0,84.1
175,2017-11-12,49,1,0,0.57
175,2017-11-13,1,1,0,3.05
175,2017-11-13,2,2,1,43.16
175,2017-11-13,3,2,1,1.92
175,2017-11-13,4,1,0,28.03
175,2017-11-13,6,2,1,96.76
175,2017-11-13,7,2,1,26
175,2017-11-13,8,2,1,28.98
175,2017-11-13,9,1,0,147.3
175,2017-11-13,10,1,1,49.2
175,2017-11-13,11,2,1,4.07
175,2017-11-13,12,1,1,1.05
175,2017-11-13,13,2,0,28.53
175,2017-11-13,14,1,1,7.04
175,2017-11-13,15,2,1,23.33
175,2017-11-13,16,2,1,5.44
175,2017-11-13,17,1,0,29.4
175,2017-11-13,19,2,1,89.54
175,2017-11-13,20,2,1,3.97
175,2017-11-13,21,1,0,74.86
175,2017-11-13,22,1,0,21.81
175,2017-11-13,23,1,0,1.87
175,2017-11-13,24,1,0,7.66
175,2017-11-13,26,2,1,216.49
175,2017-11-13,27,2,1,11.21
175,2017-11-13,28,2,1,10.54
175,2017-11-13,29,2,1,0.86
175,2017-11-13,30,2,1,1.88
175,2017-11-13,31,1,0,131.96
175,2017-11-13,32,2,1,70.32
175,2017-11-13,33,2,1,15.37
175,2017-11-13,34,2,1,10.63
175,2017-11-13,35,1,0,95.95
175,2017-11-13,37,2,1,94.3
175,2017-11-13,38,2,1,8.81
175,2017-11-13,39,2,1,2.48
175,2017-11-13,40,2,1,8.32
175,2017-11-13,41,2,1,1.55
175,2017-11-13,42,1,0,153.67
175,2017-11-13,45,1,0,69.53
175,2017-11-13,46,1,0,5.44
175,2017-11-13,47,1,0,1.51
175,2017-11-13,1,2,0,
175,2017-11-14,1,1,0,1.51
175,2017-11-14,2,2,1,41.27
175,2017-11-14,3,2,1,5.93
175,2017-11-14,4,2,1,7.47
175,2017-11-14,5,2,1,2.65
175,2017-11-14,6,2,1,3.95
175,2017-11-14,7,1,0,76.45
175,2017-11-14,10,1,0,85.72
175,2017-11-14,11,1,0,20.93
175,2017-11-14,12,2,1,213.05
175,2017-11-14,13,1,0,32.06
175,2017-11-14,15,1,0,54.78
175,2017-11-14,16,1,0,22.44
175,2017-11-14,17,2,1,173.5
175,2017-11-14,18,1,0,26.36
175,2017-11-14,19,2,1,52.95
175,2017-11-14,20,2,1,6.79
175,2017-11-14,21,2,1,6.98
175,2017-11-14,22,2,1,5.57
175,2017-11-14,23,1,0,79.1
175,2017-11-14,24,2,1,70.65
175,2017-11-14,25,1,0,43.69
175,2017-11-14,26,2,1,46.78
175,2017-11-14,27,2,1,24.18
175,2017-11-14,28,2,1,6.34
175,2017-11-14,29,2,1,4.88
175,2017-11-14,30,2,1,15.07
175,2017-11-14,32,2,1,59.57
175,2017-11-14,33,1,0,205.82
175,2017-11-14,34,2,1,57.15
175,2017-11-14,35,2,1,29.85
175,2017-11-14,36,1,0,68.26
175,2017-11-14,37,1,0,21.99
175,2017-11-14,38,2,1,88.08
175,2017-11-14,39,1,0,19.57
175,2017-11-14,40,2,1,41.23
175,2017-11-14,41,1,0,33.81
175,2017-11-14,42,1,0,28.42
175,2017-11-14,44,2,1,132.03
175,2017-11-14,46,2,1,52.16
175,2017-11-14,51,1,0,173.64
175,2017-11-15,1,1,0,0.57
175,2017-11-15,2,2,1,58.77
175,2017-11-15,4,1,0,70.15
175,2017-11-15,5,1,0,8.77
175,2017-11-15,6,1,0,6.97
175,2017-11-15,7,2,1,164.57
175,2017-11-15,8,2,1,0.85
175,2017-11-15,10,1,0,70.54
175,2017-11-15,11,2,1,85
175,2017-11-15,12,1,0,26.64
175,2017-11-15,13,2,1,46.88
175,2017-11-15,14,1,0,28.65
175,2017-11-15,15,2,1,48.34
175,2017-11-15,16,1,0,23.03
175,2017-11-15,17,2,1,42.81
175,2017-11-15,19,2,1,57.4
175,2017-11-15,21,2,1,62.22
175,2017-11-15,22,2,1,25.04
175,2017-11-15,23,2,1,22.42
175,2017-11-15,26,2,1,88.21
175,2017-11-15,31,1,0,503.13
175,2017-11-15,32,1,0,11.69
175,2017-11-15,34,1,0,47.29
175,2017-11-15,35,1,0,0.97
175,2017-11-15,36,2,1,387
175,2017-11-15,37,2,1,18.93
175,2017-11-15,41,2,1,132.18
175,2017-11-15,42,1,0,215.99
175,2017-11-15,46,2,1,186.75
175,2017-11-15,47,2,1,19.62
175,2017-11-15,48,1,0,206.38
175,2017-11-15,49,2,1,47.36
175,2017-11-15,51,2,1,16.39
175,2017-11-16,1,1,0,17.08
175,2017-11-16,2,2,1,45.11
175,2017-11-16,3,2,1,7.74
175,2017-11-16,4,2,1,10.53
175,2017-11-16,5,2,1,6.19
175,2017-11-16,6,2,1,8.25
175,2017-11-16,7,1,0,93.04
175,2017-11-16,9,1,1,99.71
175,2017-11-16,10,1,1,4.72
175,2017-11-16,11,1,1,1.12
175,2017-11-16,12,2,0,26.27
175,2017-11-16,13,1,1,7.82
175,2017-11-16,14,2,0,25.04
175,2017-11-16,15,2,1,44.25
175,2017-11-16,16,2,1,2.73
175,2017-11-16,17,2,1,1.81
175,2017-11-16,18,2,1,1.08
175,2017-11-16,19,1,0,59.53
175,2017-11-16,20,2,1,48.01
175,2017-11-16,21,1,0,27.34
175,2017-11-16,23,2,1,90.12
175,2017-11-16,24,2,1,10.29
175,2017-11-16,25,1,0,99.43
175,2017-11-16,26,1,0,3.54
175,2017-11-16,27,2,1,89.98
175,2017-11-16,28,2,1,7.72
175,2017-11-16,29,2,1,1.71
175,2017-11-16,30,2,1,8.69
175,2017-11-16,31,1,0,80.9
175,2017-11-16,32,2,1,48.01
175,2017-11-16,34,2,1,59.12
175,2017-11-16,35,1,0,96.54
175,2017-11-16,36,2,1,54.87
175,2017-11-16,37,2,1,6.36
175,2017-11-16,39,2,1,46.48
175,2017-11-16,40,1,0,122.44
175,2017-11-16,41,2,1,48.26
175,2017-11-16,42,1,0,32.86
175,2017-11-16,43,2,1,43.41
175,2017-11-16,49,1,0,48.14
175,2017-11-16,50,1,0,14.43
175,2017-11-20,1,1,0,9.57
175,2017-11-20,2,2,1,32.68
175,2017-11-20,3,2,1,8.85
175,2017-11-20,4,2,1,6.08
175,2017-11-20,5,1,0,56.08
175,2017-11-20,6,2,1,30.91
175,2017-11-20,7,2,1,5.95
175,2017-11-20,8,2,1,6.35
175,2017-11-20,9,1,0,51.67
175,2017-11-20,10,2,1,32.86
175,2017-11-20,11,1,0,22.41
175,2017-11-20,12,2,1,27.93
175,2017-11-20,13,1,0,15.45
175,2017-11-20,15,2,1,63.97
175,2017-11-20,16,2,1,3.45
175,2017-11-20,17,2,1,14.56
175,2017-11-20,18,2,1,0.87
175,2017-11-20,19,2,1,1.01
175,2017-11-20,20,1,1,9.51
175,2017-11-20,21,1,1,4.67
175,2017-11-20,22,2,0,152.46
175,2017-11-20,23,1,1,27.79
175,2017-11-20,24,1,1,8.07
175,2017-11-20,25,1,1,6.92
175,2017-11-20,26,2,0,58
175,2017-11-20,28,2,1,59.16
175,2017-11-20,30,2,0,35.99
175,2017-11-20,31,2,1,8.18
175,2017-11-20,32,1,1,1.44
175,2017-11-20,33,2,1,11.72
175,2017-11-20,34,1,1,1.49
175,2017-11-20,35,1,1,8.58
175,2017-11-20,36,1,1,0.47
175,2017-11-20,37,2,0,12.34
175,2017-11-20,38,2,0,2.07
175,2017-11-20,39,1,1,40.39
175,2017-11-20,41,2,0,54.6
175,2017-11-20,42,1,1,55.44
175,2017-11-20,43,1,1,2.93
175,2017-11-20,44,2,0,30.74
175,2017-11-20,45,1,1,28.07
175,2017-11-20,47,1,1,3.68
175,2017-11-20,54,1,1,2.47
175,2017-11-21,1,2,1,0.18
175,2017-11-21,2,1,0,7.63
175,2017-11-21,3,2,1,33
175,2017-11-21,4,2,1,2.54
175,2017-11-21,5,2,1,2
175,2017-11-21,6,2,1,5.59
175,2017-11-21,10,2,0,92.01
175,2017-11-21,11,2,1,2.38
175,2017-11-21,12,2,1,2.17
175,2017-11-21,13,1,0,28.92
175,2017-11-21,14,1,1,34.46
175,2017-11-21,15,1,1,2.23
175,2017-11-21,16,2,0,43.06
175,2017-11-21,17,1,0,7.34
175,2017-11-21,18,1,1,54.91
175,2017-11-21,19,1,1,5.88
175,2017-11-21,20,2,0,8.86
175,2017-11-21,21,2,1,7.47
175,2017-11-21,22,1,0,6.53
175,2017-11-21,23,1,1,3.31
175,2017-11-21,24,1,1,0.43
175,2017-11-21,25,1,1,0.26
175,2017-11-21,26,1,1,10.55
175,2017-11-21,27,1,1,0.61
175,2017-11-21,28,1,1,3.02
175,2017-11-21,30,2,1,27.23
175,2017-11-21,31,1,0,132.71
175,2017-11-21,32,2,1,27.58
175,2017-11-21,33,2,1,1.89
175,2017-11-21,34,2,1,4.37
175,2017-11-21,35,2,1,1.91
175,2017-11-21,36,2,1,2.32
175,2017-11-21,37,2,1,2.52
175,2017-11-21,38,1,0,88.77
175,2017-11-21,39,1,1,5.82
175,2017-11-21,40,1,1,0.72
175,2017-11-21,41,1,1,4.1
175,2017-11-21,42,2,0,8.29
175,2017-11-21,43,2,1,0.17
175,2017-11-21,44,2,1,12.37
175,2017-11-21,45,1,0,40.5
175,2017-11-21,46,2,1,29.05
175,2017-11-21,47,1,1,4.54
175,2017-11-21,48,1,1,2.19
175,2017-11-21,49,1,1,2.88
175,2017-11-22,1,1,0,1.95
175,2017-11-22,2,2,1,29.81
175,2017-11-22,3,1,0,17.86
175,2017-11-22,4,2,1,37.39
175,2017-11-22,5,1,0,23.51
175,2017-11-22,6,1,0,5.11
175,2017-11-22,7,1,0,4.03
175,2017-11-22,8,2,1,86.93
175,2017-11-22,9,1,0,19.98
175,2017-11-22,10,2,1,30.7
175,2017-11-22,11,2,1,5.51
175,2017-11-22,12,2,1,2.79
175,2017-11-22,13,2,1,2.06
175,2017-11-22,14,2,1,7.38
175,2017-11-22,15,2,1,2.24
175,2017-11-22,16,2,0,6
175,2017-11-22,17,1,0,11.67
175,2017-11-22,18,2,1,3.5
175,2017-11-22,19,1,0,13.08
175,2017-11-22,20,2,1,30.59
175,2017-11-22,21,2,1,1.03
175,2017-11-22,22,2,1,14.81
175,2017-11-22,23,1,0,59.74
175,2017-11-22,24,2,1,30.16
175,2017-11-22,25,2,1,3.06
175,2017-11-22,26,2,1,4.75
175,2017-11-22,27,2,1,12.27
175,2017-11-22,29,1,0,98.73
175,2017-11-22,30,2,1,59.11
175,2017-11-22,31,1,0,24.66
175,2017-11-22,32,1,0,11.52
175,2017-11-22,33,2,1,56.39
175,2017-11-22,34,1,0,11.56
175,2017-11-22,35,1,1,2.79
175,2017-11-22,36,1,1,0.74
175,2017-11-22,37,2,0,8.37
175,2017-11-22,38,2,1,0.81
175,2017-11-22,39,1,1,7
175,2017-11-22,40,1,1,1.65
175,2017-11-22,41,2,0,8.2
175,2017-11-22,43,1,0,38.06
175,2017-11-22,44,2,1,1.54
175,2017-11-22,45,2,1,3.06
175,2017-11-22,47,1,0,33.79
175,2017-11-22,49,1,1,5.23
175,2017-11-22,50,1,1,0.2
175,2017-11-23,1,1,0,0.95
175,2017-11-23,2,2,1,28.04
175,2017-11-23,3,2,1,2.23
175,2017-11-23,4,2,1,11.96
175,2017-11-23,5,2,1,5.14
175,2017-11-23,6,1,0,69.14
175,2017-11-23,7,1,1,29.02
175,2017-11-23,8,2,0,6.5
175,2017-11-23,9,2,1,10.76
175,2017-11-23,10,2,1,2.29
175,2017-11-23,11,2,0,7.61
175,2017-11-23,12,2,1,10.77
175,2017-11-23,13,1,0,26.64
175,2017-11-23,14,2,1,27.21
175,2017-11-23,15,1,1,0.87
175,2017-11-23,16,2,0,13.51
175,2017-11-23,18,2,1,27.57
175,2017-11-23,19,2,1,2.94
175,2017-11-23,20,2,1,3.25
175,2017-11-23,21,2,1,1.83
175,2017-11-23,22,1,1,9.27
175,2017-11-23,23,2,0,48.07
175,2017-11-23,24,2,1,1.36
175,2017-11-23,26,1,0,35.97
175,2017-11-23,27,1,0,11.33
175,2017-11-23,28,2,1,0.8
175,2017-11-23,29,2,1,3.44
175,2017-11-23,30,1,0,23.98
175,2017-11-23,31,1,1,0.34
175,2017-11-23,32,1,1,3.44
175,2017-11-23,33,2,1,3.75
175,2017-11-23,34,1,1,3.72
175,2017-11-23,35,1,1,5.07
175,2017-11-23,36,1,1,3.1
175,2017-11-23,37,1,1,0.38
175,2017-11-23,38,1,1,2.93
175,2017-11-23,39,1,1,2.11
175,2017-11-23,40,1,1,6.48
175,2017-11-23,41,1,1,3.29
175,2017-11-23,42,2,0,14.84
175,2017-11-23,43,2,1,1.34
175,2017-11-23,44,2,1,1.96
175,2017-11-23,45,1,1,3
175,2017-11-23,46,2,0,6.94
175,2017-11-23,47,2,1,10.19
175,2017-11-23,48,1,0,24
175,2017-11-23,49,1,0,3.82
175,2017-11-23,50,1,0,0.81
175,2017-11-24,1,2,1,1.27
175,2017-11-24,2,1,0,16.84
175,2017-11-24,3,1,1,0.28
175,2017-11-24,4,1,1,0.4
175,2017-11-24,5,1,1,2.86
175,2017-11-24,6,1,0,3.25
175,2017-11-24,7,2,1,3.61
175,2017-11-24,8,2,1,3.2
175,2017-11-24,10,2,1,30.29
175,2017-11-24,11,1,0,12.47
175,2017-11-24,12,2,1,3.36
175,2017-11-24,13,2,1,1.88
175,2017-11-24,14,2,1,1.76
175,2017-11-24,15,2,1,1.18
175,2017-11-24,16,2,1,6.87
175,2017-11-24,17,2,1,2.7
175,2017-11-24,18,2,1,10.43
175,2017-11-24,19,1,0,12.36
175,2017-11-24,20,1,1,5.63
175,2017-11-24,21,1,1,6.13
175,2017-11-24,22,2,0,7.27
175,2017-11-24,23,1,1,3.64
175,2017-11-24,24,1,1,1.02
175,2017-11-24,25,1,1,6
175,2017-11-24,26,1,0,7.15
175,2017-11-24,27,1,1,2.76
175,2017-11-24,28,2,0,13.01
175,2017-11-24,29,1,1,2.56
175,2017-11-24,30,1,1,1.53
175,2017-11-24,31,2,0,9.51
175,2017-11-24,32,2,1,8.32
175,2017-11-24,33,2,0,11.98
175,2017-11-24,34,2,1,6.25
175,2017-11-24,35,1,1,0.44
175,2017-11-24,36,1,1,0.71
175,2017-11-24,37,1,1,2.56
175,2017-11-24,38,2,1,8.68
175,2017-11-24,39,1,1,0.39
175,2017-11-24,40,1,1,1.8
175,2017-11-24,41,1,1,0.2
175,2017-11-24,42,2,0,8.51
175,2017-11-24,43,1,1,1.98
175,2017-11-24,44,1,1,2.73
175,2017-11-24,46,2,0,11.12
175,2017-11-24,47,2,1,1.16
175,2017-11-24,48,2,1,1
175,2017-11-24,49,2,1,6.03
175,2017-11-24,50,2,0,0
175,2017-11-25,1,1,1,11.37
175,2017-11-25,2,2,0,7.51
175,2017-11-25,3,1,1,0.85
175,2017-11-25,4,1,1,0.67
175,2017-11-25,5,1,0,6.43
175,2017-11-25,6,2,1,11.64
175,2017-11-25,7,2,0,5.3
175,2017-11-25,8,2,1,1.71
175,2017-11-25,9,2,1,0.67
175,2017-11-25,10,2,1,3.04
175,2017-11-25,11,1,1,3.59
175,2017-11-25,12,2,0,11.77
175,2017-11-25,13,2,0,0.7
175,2017-11-25,14,2,1,30.27
175,2017-11-25,15,2,1,1.49
175,2017-11-25,16,1,1,4.8
175,2017-11-25,17,2,0,7.25
175,2017-11-25,18,1,1,1.84
175,2017-11-25,19,2,0,8.65
175,2017-11-25,20,2,1,6.01
175,2017-11-25,21,2,1,1.5
175,2017-11-25,22,2,0,11.66
175,2017-11-25,23,1,1,7.39
175,2017-11-25,24,1,1,7.76
175,2017-11-25,25,2,0,8.45
175,2017-11-25,26,1,1,1.88
175,2017-11-25,27,1,1,2.48
175,2017-11-25,28,2,0,27.93
175,2017-11-25,29,2,1,0.96
175,2017-11-25,30,2,1,5.64
175,2017-11-25,31,2,1,3.34
175,2017-11-25,32,1,1,4.05
175,2017-11-25,33,1,1,2.25
175,2017-11-25,34,2,0,8.29
175,2017-11-25,35,2,1,3.29
175,2017-11-25,36,1,1,0.29
175,2017-11-25,37,1,1,0.03
175,2017-11-25,38,1,1,1.18
175,2017-11-25,39,1,1,3.22
175,2017-11-25,40,2,1,4.31
175,2017-11-25,41,2,0,9.58
175,2017-11-25,42,2,1,0.01
175,2017-11-25,47,1,1,0.53
175,2017-11-25,49,1,0,6.21
175,2017-11-25,52,1,1,0.84
175,2017-11-25,1,2,0,
175,2017-11-26,1,1,1,4.4
175,2017-11-26,2,2,0,16.87
175,2017-11-26,3,2,1,0.46
175,2017-11-26,4,2,1,3.05
175,2017-11-26,5,1,1,1.57
175,2017-11-26,6,2,1,0.75
175,2017-11-26,7,2,1,2.55
175,2017-11-26,8,2,1,5.11
175,2017-11-26,9,2,0,3.6
175,2017-11-26,10,1,1,6.18
175,2017-11-26,11,2,0,6.28
175,2017-11-26,12,1,1,0.89
175,2017-11-26,13,2,0,8.89
175,2017-11-26,14,1,1,0.02
175,2017-11-26,15,2,0,9.89
175,2017-11-26,16,2,1,0.67
175,2017-11-26,17,1,1,4.58
175,2017-11-26,18,2,0,11.3
175,2017-11-26,19,1,1,2.58
175,2017-11-26,20,2,0,8.91
175,2017-11-26,21,1,1,3.55
175,2017-11-26,22,2,0,6.2
175,2017-11-26,23,1,1,1.76
175,2017-11-26,24,1,1,0.34
175,2017-11-26,25,1,1,1.92
175,2017-11-26,26,1,1,0.67
175,2017-11-26,27,2,0,6.58
175,2017-11-26,28,2,0,5.4
175,2017-11-26,29,1,1,26.68
175,2017-11-26,30,2,1,13.23
175,2017-11-26,31,2,1,1.36
175,2017-11-26,32,2,1,4.09
175,2017-11-26,33,1,0,9.64
175,2017-11-26,34,1,1,3.79
175,2017-11-26,35,1,1,2.52
175,2017-11-26,36,2,1,3.07
175,2017-11-26,37,2,0,4.87
175,2017-11-26,38,1,1,0.04
175,2017-11-26,39,1,1,5.41
175,2017-11-26,40,2,0,6.11
175,2017-11-26,42,2,1,26.54
175,2017-11-26,43,2,1,1.02
175,2017-11-26,44,1,1,0.18
175,2017-11-26,45,2,1,12.86
175,2017-11-26,51,1,1,1.51
175,2017-11-27,1,1,0,4.7
175,2017-11-27,2,2,1,25.56
175,2017-11-27,3,2,1,3.85
175,2017-11-27,4,2,1,0.75
175,2017-11-27,5,2,1,2.19
175,2017-11-27,6,1,0,7.79
175,2017-11-27,7,2,1,2.09
175,2017-11-27,8,2,1,0.49
175,2017-11-27,9,2,1,9.66
175,2017-11-27,10,1,0,53.95
175,2017-11-27,11,2,1,30.25
175,2017-11-27,12,2,1,2.42
175,2017-11-27,13,1,0,35.1
175,2017-11-27,14,2,1,24.58
175,2017-11-27,15,1,0,17.36
175,2017-11-27,16,2,1,22.36
175,2017-11-27,17,1,1,3.4
175,2017-11-27,18,2,1,4.61
175,2017-11-27,19,2,1,0.29
175,2017-11-27,20,1,1,5.68
175,2017-11-27,21,1,1,5.99
175,2017-11-27,22,2,0,2.57
175,2017-11-27,25,2,1,49.6
175,2017-11-27,26,1,0,62.33
175,2017-11-27,27,2,1,24.34
175,2017-11-27,28,2,1,5.07
175,2017-11-27,29,1,0,30.77
175,2017-11-27,30,1,1,0.56
175,2017-11-27,31,1,1,0.57
175,2017-11-27,32,2,0,3.04
175,2017-11-27,33,2,1,6.79
175,2017-11-27,34,2,1,9.62
175,2017-11-27,35,1,1,2.99
175,2017-11-27,36,1,1,0.67
175,2017-11-27,37,1,1,4.54
175,2017-11-27,38,2,1,9.52
175,2017-11-27,39,1,1,0.73
175,2017-11-27,40,1,0,114.05
175,2017-11-27,41,1,1,24.83
175,2017-11-27,42,1,0,17.84
175,2017-11-27,43,1,0,6.92
175,2017-11-27,44,1,0,3.38
175,2017-11-27,45,2,1,69.72
175,2017-11-27,47,2,1,28.25
175,2017-11-27,52,1,0,62.66
175,2017-11-27,1,2,0,
175,2017-11-28,1,1,0,3.64
175,2017-11-28,2,2,1,28.32
175,2017-11-28,3,2,1,5.05
175,2017-11-28,4,2,1,3.07
175,2017-11-28,5,1,0,54.49
175,2017-11-28,6,1,0,4.37
175,2017-11-28,7,2,1,45.61
175,2017-11-28,8,2,1,2.14
175,2017-11-28,10,2,1,22.83
175,2017-11-28,11,2,1,1.67
175,2017-11-28,12,1,1,1.14
175,2017-11-28,13,2,1,5.21
175,2017-11-28,14,2,1,2.56
175,2017-11-28,15,1,0,9.56
175,2017-11-28,16,1,1,2.03
175,2017-11-28,17,2,1,0.69
175,2017-11-28,18,1,1,5.94
175,2017-11-28,19,2,1,3.54
175,2017-11-28,20,1,0,33.19
175,2017-11-28,21,2,1,24.06
175,2017-11-28,22,1,0,19.93
175,2017-11-28,23,2,1,26.26
175,2017-11-28,24,2,1,9.29
175,2017-11-28,25,1,0,44.58
175,2017-11-28,26,2,1,30.59
175,2017-11-28,27,2,1,5.02
175,2017-11-28,28,1,0,37.11
175,2017-11-28,29,1,1,0.85
175,2017-11-28,30,1,1,6.7
175,2017-11-28,31,2,1,3.27
175,2017-11-28,32,2,1,2.89
175,2017-11-28,33,2,1,4.66
175,2017-11-28,34,1,0,65.39
175,2017-11-28,35,1,1,21.6
175,2017-11-28,36,1,1,3.47
175,2017-11-28,37,2,1,5.6
175,2017-11-28,38,1,1,8.25
175,2017-11-28,39,1,1,0.96
175,2017-11-28,40,1,1,0.39
175,2017-11-28,42,2,1,24.21
175,2017-11-28,43,2,1,1.9
175,2017-11-28,44,1,1,3.25
175,2017-11-28,45,2,1,5.14
175,2017-11-28,46,2,1,9.75
175,2017-11-28,47,2,1,2.54
175,2017-11-29,1,1,1,0.72
175,2017-11-29,2,2,1,4.33
175,2017-11-29,3,1,1,2.32
175,2017-11-29,4,1,0,0
175,2017-11-29,5,1,1,2.65
175,2017-11-29,6,2,0,4.15
175,2017-11-29,7,1,1,0.29
175,2017-11-29,8,1,1,1.82
175,2017-11-29,9,2,1,5.83
175,2017-11-29,10,1,0,4.12
175,2017-11-29,11,2,1,4.06
175,2017-11-29,12,2,1,3.41
175,2017-11-29,13,1,1,1.79
175,2017-11-29,14,1,1,0.59
175,2017-11-29,15,1,1,3.65
175,2017-11-29,16,1,1,0.86
175,2017-11-29,17,2,0,7.55
175,2017-11-29,18,1,1,1.57
175,2017-11-29,19,2,1,3.92
175,2017-11-29,20,1,0,5.66
175,2017-11-29,21,2,1,4.57
175,2017-11-29,22,2,1,3.78
175,2017-11-29,23,2,1,5.18
175,2017-11-29,24,2,1,2.91
175,2017-11-29,25,1,1,1.2
175,2017-11-29,26,1,1,2.11
175,2017-11-29,27,1,1,0.51
175,2017-11-29,28,2,1,6.33
175,2017-11-29,29,1,0,6.56
175,2017-11-29,30,2,1,4.44
175,2017-11-29,31,2,1,5.23
175,2017-11-29,32,2,1,2.34
175,2017-11-29,33,2,0,4.08
175,2017-11-29,34,2,1,4.94
175,2017-11-29,35,2,1,3.96
175,2017-11-29,36,1,1,0.75
175,2017-11-29,37,1,1,0.13
175,2017-11-29,38,1,1,0.44
175,2017-11-29,39,2,1,4.68
175,2017-11-29,40,1,1,0.77
175,2017-11-29,41,1,0,4.71
175,2017-11-29,42,1,1,1
175,2017-11-29,44,2,1,21.92
175,2017-11-29,46,1,1,27.79
175,2017-11-29,47,2,1,1.62
175,2017-11-29,48,2,1,2.22
175,2017-11-29,49,2,1,1.89
175,2017-11-29,50,2,1,2.07
414,2017-11-11,2,2,1,59.56
414,2017-11-11,4,2,1,50.79
414,2017-11-11,5,2,1,1.65
414,2017-11-11,7,2,1,44.72
414,2017-11-11,8,1,0,214.05
414,2017-11-11,10,2,1,83.35
414,2017-11-11,11,1,0,60.56
414,2017-11-11,12,1,0,1.83
414,2017-11-11,13,1,1,83.22
414,2017-11-11,15,2,0,62.25
414,2017-11-11,16,1,0,15.37
414,2017-11-11,17,1,1,138.14
414,2017-11-11,18,1,1,5.72
414,2017-11-11,19,2,0,44.52
414,2017-11-11,20,2,0,3.77
414,2017-11-11,21,1,1,6.29
414,2017-11-11,22,2,0,3.91
414,2017-11-11,23,1,1,43.68
414,2017-11-11,24,1,1,4.37
414,2017-11-11,25,2,0,38.88
414,2017-11-11,26,2,0,3.94
414,2017-11-11,27,2,0,10
414,2017-11-11,28,2,0,16.79
414,2017-11-11,29,1,1,165.11
414,2017-11-11,30,1,1,2.96
414,2017-11-11,31,2,0,30.41
414,2017-11-11,32,2,0,3.06
414,2017-11-11,33,1,1,88.19
414,2017-11-11,34,2,0,17.12
414,2017-11-11,35,2,0,2.35
414,2017-11-11,36,1,1,83.8
414,2017-11-11,37,2,0,16.11
414,2017-11-11,38,1,1,42.87
414,2017-11-11,39,2,0,13.24
414,2017-11-11,40,2,0,2.13
414,2017-11-11,41,2,0,1.18
414,2017-11-11,42,1,1,130.95
414,2017-11-11,43,1,1,0.26
414,2017-11-11,44,1,1,0.94
414,2017-11-11,45,1,1,3.04
414,2017-11-11,46,2,0,61.64
414,2017-11-11,49,1,1,43.13
414,2017-11-11,53,1,1,9.65
414,2017-11-12,4,1,0,125.47
414,2017-11-12,5,2,1,186.92
414,2017-11-12,6,1,0,52.67
414,2017-11-12,7,2,1,64.58
414,2017-11-12,8,2,0,44.15
414,2017-11-12,9,1,1,46.45
414,2017-11-12,10,2,0,22.32
414,2017-11-12,11,2,1,45.32
414,2017-11-12,12,1,0,23.45
414,2017-11-12,13,2,1,48.15
414,2017-11-12,14,2,1,6.65
414,2017-11-12,15,1,0,39.58
414,2017-11-12,16,1,1,53.56
414,2017-11-12,17,1,1,24.03
414,2017-11-12,18,2,0,58.67
414,2017-11-12,19,1,1,44.86
414,2017-11-12,20,1,1,2.7
414,2017-11-12,21,2,0,30.67
414,2017-11-12,22,1,1,45.02
